"pld0043","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2006","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Sometimes","2006","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Sometimes","2006","Mecklenburg-Western Pomerania","Other degree","","","",""
"Sometimes","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Sometimes","2006","Saxony","lower secondary degree","","","",""
"Sometimes","2006","Saxony","secondary school degree","","","",""
"Sometimes","2006","Saxony","college entrance qualification","","","",""
"Sometimes","2006","Saxony","Other degree","","","",""
"Sometimes","2006","Saxony","no degree/no degree yet","","","",""
"Sometimes","2006","Saxony-Anhalt","lower secondary degree","","","",""
"Sometimes","2006","Saxony-Anhalt","secondary school degree","","","",""
"Sometimes","2006","Saxony-Anhalt","college entrance qualification","","","",""
"Sometimes","2006","Saxony-Anhalt","Other degree","","","",""
"Sometimes","2006","Saxony-Anhalt","no degree/no degree yet","","","",""
"Sometimes","2006","Thuringia","lower secondary degree","","","",""
"Sometimes","2006","Thuringia","secondary school degree","","","",""
"Sometimes","2006","Thuringia","college entrance qualification","","","",""
"Sometimes","2006","Thuringia","Other degree","","","",""
"Sometimes","2006","Thuringia","no degree/no degree yet","","","",""
"Rarely","2006","Schleswig-Holstein","lower secondary degree","","","",""
"Rarely","2006","Schleswig-Holstein","secondary school degree","","","",""
"Rarely","2006","Schleswig-Holstein","college entrance qualification","","","",""
"Rarely","2006","Schleswig-Holstein","Other degree","","","",""
"Rarely","2006","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely","2006","Hamburg","lower secondary degree","","","",""
"Rarely","2006","Hamburg","secondary school degree","","","",""
"Rarely","2006","Hamburg","college entrance qualification","","","",""
"Rarely","2006","Hamburg","Other degree","","","",""
"Rarely","2006","Hamburg","no degree/no degree yet","","","",""
"Rarely","2006","Lower Saxony","lower secondary degree","","","",""
"Rarely","2006","Lower Saxony","secondary school degree","","","",""
"Rarely","2006","Lower Saxony","college entrance qualification","","","",""
"Rarely","2006","Lower Saxony","Other degree","","","",""
"Rarely","2006","Lower Saxony","no degree/no degree yet","","","",""
"Rarely","2006","Bremen","lower secondary degree","","","",""
"Rarely","2006","Bremen","secondary school degree","","","",""
"Rarely","2006","Bremen","college entrance qualification","","","",""
"Rarely","2006","Bremen","Other degree","","","",""
"Rarely","2006","Bremen","no degree/no degree yet","","","",""
"Rarely","2006","North Rhine-Westphalia","lower secondary degree","","","",""
"Rarely","2006","North Rhine-Westphalia","secondary school degree","","","",""
"Rarely","2006","North Rhine-Westphalia","college entrance qualification","","","",""
"Rarely","2006","North Rhine-Westphalia","Other degree","","","",""
"Rarely","2006","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Rarely","2006","Hesse","lower secondary degree","","","",""
"Rarely","2006","Hesse","secondary school degree","","","",""
"Rarely","2006","Hesse","college entrance qualification","","","",""
"Rarely","2006","Hesse","Other degree","","","",""
"Rarely","2006","Hesse","no degree/no degree yet","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely","2006","Baden-Württemberg","lower secondary degree","","","",""
"Rarely","2006","Baden-Württemberg","secondary school degree","","","",""
"Rarely","2006","Baden-Württemberg","college entrance qualification","","","",""
"Rarely","2006","Baden-Württemberg","Other degree","","","",""
"Rarely","2006","Baden-Württemberg","no degree/no degree yet","","","",""
"Rarely","2006","Bavaria","lower secondary degree","","","",""
"Rarely","2006","Bavaria","secondary school degree","","","",""
"Rarely","2006","Bavaria","college entrance qualification","","","",""
"Rarely","2006","Bavaria","Other degree","","","",""
"Rarely","2006","Bavaria","no degree/no degree yet","","","",""
"Rarely","2006","Berlin","lower secondary degree","","","",""
"Rarely","2006","Berlin","secondary school degree","","","",""
"Rarely","2006","Berlin","college entrance qualification","","","",""
"Rarely","2006","Berlin","Other degree","","","",""
"Rarely","2006","Berlin","no degree/no degree yet","","","",""
"Rarely","2006","Brandenburg","lower secondary degree","","","",""
"Rarely","2006","Brandenburg","secondary school degree","","","",""
"Rarely","2006","Brandenburg","college entrance qualification","","","",""
"Rarely","2006","Brandenburg","Other degree","","","",""
"Rarely","2006","Brandenburg","no degree/no degree yet","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","2006","Saxony","lower secondary degree","","","",""
"Rarely","2006","Saxony","secondary school degree","","","",""
"Rarely","2006","Saxony","college entrance qualification","","","",""
"Rarely","2006","Saxony","Other degree","","","",""
"Rarely","2006","Saxony","no degree/no degree yet","","","",""
"Rarely","2006","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","2006","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","2006","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","2006","Saxony-Anhalt","Other degree","","","",""
"Rarely","2006","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","2006","Thuringia","lower secondary degree","","","",""
"Rarely","2006","Thuringia","secondary school degree","","","",""
"Rarely","2006","Thuringia","college entrance qualification","","","",""
"Rarely","2006","Thuringia","Other degree","","","",""
"Rarely","2006","Thuringia","no degree/no degree yet","","","",""
"Never","2006","Schleswig-Holstein","lower secondary degree","","","",""
"Never","2006","Schleswig-Holstein","secondary school degree","","","",""
"Never","2006","Schleswig-Holstein","college entrance qualification","","","",""
"Never","2006","Schleswig-Holstein","Other degree","","","",""
"Never","2006","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","2006","Hamburg","lower secondary degree","","","",""
"Never","2006","Hamburg","secondary school degree","","","",""
"Never","2006","Hamburg","college entrance qualification","","","",""
"Never","2006","Hamburg","Other degree","","","",""
"Never","2006","Hamburg","no degree/no degree yet","","","",""
"Never","2006","Lower Saxony","lower secondary degree","","","",""
"Never","2006","Lower Saxony","secondary school degree","","","",""
"Never","2006","Lower Saxony","college entrance qualification","","","",""
"Never","2006","Lower Saxony","Other degree","","","",""
"Never","2006","Lower Saxony","no degree/no degree yet","","","",""
"Never","2006","Bremen","lower secondary degree","","","",""
"Never","2006","Bremen","secondary school degree","","","",""
"Never","2006","Bremen","college entrance qualification","","","",""
"Never","2006","Bremen","Other degree","","","",""
"Never","2006","Bremen","no degree/no degree yet","","","",""
"Never","2006","North Rhine-Westphalia","lower secondary degree","","","",""
"Never","2006","North Rhine-Westphalia","secondary school degree","","","",""
"Never","2006","North Rhine-Westphalia","college entrance qualification","","","",""
"Never","2006","North Rhine-Westphalia","Other degree","","","",""
"Never","2006","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Never","2006","Hesse","lower secondary degree","","","",""
"Never","2006","Hesse","secondary school degree","","","",""
"Never","2006","Hesse","college entrance qualification","","","",""
"Never","2006","Hesse","Other degree","","","",""
"Never","2006","Hesse","no degree/no degree yet","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","2006","Baden-Württemberg","lower secondary degree","","","",""
"Never","2006","Baden-Württemberg","secondary school degree","","","",""
"Never","2006","Baden-Württemberg","college entrance qualification","","","",""
"Never","2006","Baden-Württemberg","Other degree","","","",""
"Never","2006","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","2006","Bavaria","lower secondary degree","","","",""
"Never","2006","Bavaria","secondary school degree","","","",""
"Never","2006","Bavaria","college entrance qualification","","","",""
"Never","2006","Bavaria","Other degree","","","",""
"Never","2006","Bavaria","no degree/no degree yet","","","",""
"Never","2006","Berlin","lower secondary degree","","","",""
"Never","2006","Berlin","secondary school degree","","","",""
"Never","2006","Berlin","college entrance qualification","","","",""
"Never","2006","Berlin","Other degree","","","",""
"Never","2006","Berlin","no degree/no degree yet","","","",""
"Never","2006","Brandenburg","lower secondary degree","","","",""
"Never","2006","Brandenburg","secondary school degree","","","",""
"Never","2006","Brandenburg","college entrance qualification","","","",""
"Never","2006","Brandenburg","Other degree","","","",""
"Never","2006","Brandenburg","no degree/no degree yet","","","",""
"Never","2006","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","2006","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","2006","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","2006","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","2006","Saxony","lower secondary degree","","","",""
"Never","2006","Saxony","secondary school degree","","","",""
"Never","2006","Saxony","college entrance qualification","","","",""
"Never","2006","Saxony","Other degree","","","",""
"Never","2006","Saxony","no degree/no degree yet","","","",""
"Never","2006","Saxony-Anhalt","lower secondary degree","","","",""
"Never","2006","Saxony-Anhalt","secondary school degree","","","",""
"Never","2006","Saxony-Anhalt","college entrance qualification","","","",""
"Never","2006","Saxony-Anhalt","Other degree","","","",""
"Never","2006","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","2006","Thuringia","lower secondary degree","","","",""
"Never","2006","Thuringia","secondary school degree","","","",""
"Never","2006","Thuringia","college entrance qualification","","","",""
"Never","2006","Thuringia","Other degree","","","",""
"Never","2006","Thuringia","no degree/no degree yet","","","",""
"Very often","2007","Schleswig-Holstein","lower secondary degree","","","",""
"Very often","2007","Schleswig-Holstein","secondary school degree","","","",""
"Very often","2007","Schleswig-Holstein","college entrance qualification","","","",""
